quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6,7.10,0.320,0.29,4.00,0.038,33.0,170.0,0.99463,3.27,0.64,10.2
6,7.30,0.510,0.29,11.30,0.034,61.0,224.0,0.99683,3.14,0.56,9.5
7,7.10,0.120,0.30,3.10,0.018,15.0,37.0,0.99004,3.02,0.52,11.9
5,6.30,0.240,0.55,8.10,0.040,67.0,216.0,0.99596,3.24,0.50,9.2
5,7.50,0.410,0.23,14.80,0.054,28.0,174.0,0.99898,3.18,0.49,9.7
7,6.50,0.180,0.33,1.40,0.029,35.0,138.0,0.99114,3.36,0.60,11.5
8,7.30,0.170,0.24,8.10,0.121,32.0,162.0,0.99508,3.17,0.38,10.4
5,8.20,0.200,0.38,3.50,0.053,41.0,174.0,0.99306,3.22,0.41,11.6
5,7.50,0.410,0.23,14.80,0.054,28.0,174.0,0.99898,3.18,0.49,9.7
8,7.30,0.170,0.24,8.10,0.121,32.0,162.0,0.99508,3.17,0.38,10.4
7,6.50,0.180,0.33,1.40,0.029,35.0,138.0,0.99114,3.36,0.60,11.5
6,7.30,0.160,0.35,1.50,0.036,29.0,108.0,0.99342,3.27,0.51,10.2
6,6.40,0.160,0.37,1.50,0.037,27.0,109.0,0.99345,3.38,0.50,9.8
5,6.60,0.420,0.13,12.80,0.044,26.0,158.0,0.99772,3.24,0.47,9
6,5.80,0.300,0.12,1.60,0.036,57.0,163.0,0.99239,3.38,0.59,10.5
4,6.70,0.540,0.27,7.10,0.049,8.0,178.0,0.99502,3.16,0.38,9.4
4,6.70,0.540,0.27,7.10,0.049,8.0,178.0,0.99502,3.16,0.38,9.4
5,6.40,0.220,0.30,11.20,0.046,53.0,149.0,0.99479,3.21,0.34,10.8
7,6.80,0.230,0.30,1.70,0.043,19.0,95.0,0.99207,3.17,0.46,10.7
6,9.00,0.260,0.34,6.70,0.029,21.0,162.0,0.99497,3.08,0.50,10.6
6,6.50,0.230,0.25,17.30,0.046,15.0,110.0,0.99828,3.15,0.42,9.2
6,5.90,0.280,0.14,8.60,0.032,30.0,142.0,0.99542,3.28,0.44,9.5
6,5.90,0.280,0.14,8.60,0.032,30.0,142.0,0.99542,3.28,0.44,9.5
5,6.20,0.270,0.18,1.50,0.028,20.0,111.0,0.99228,3.41,0.50,10
5,9.00,0.290,0.34,12.10,0.030,34.0,177.0,0.99706,3.13,0.47,10.6
6,9.00,0.260,0.34,6.70,0.029,21.0,162.0,0.99497,3.08,0.50,10.6
5,8.90,0.270,0.34,10.70,0.029,19.5,166.0,0.99669,3.13,0.48,10.6
6,6.50,0.230,0.25,17.30,0.046,15.0,110.0,0.99828,3.15,0.42,9.2
6,6.90,0.320,0.30,1.80,0.036,28.0,117.0,0.99269,3.24,0.48,11
6,7.20,0.220,0.24,1.40,0.041,17.0,159.0,0.99196,3.25,0.53,11.2
5,6.70,0.500,0.38,7.50,0.046,26.0,175.0,0.99662,3.32,0.54,9.6
5,6.20,0.330,0.14,4.80,0.052,27.0,128.0,0.99475,3.21,0.48,9.4
6,6.30,0.260,0.42,7.10,0.045,62.0,209.0,0.99544,3.20,0.53,9.5
5,7.50,0.200,0.47,16.90,0.052,51.0,188.0,0.99944,3.09,0.62,9.3
5,6.20,0.330,0.14,4.80,0.052,27.0,128.0,0.99475,3.21,0.48,9.4
6,6.30,0.260,0.42,7.10,0.045,62.0,209.0,0.99544,3.20,0.53,9.5
5,6.60,0.360,0.52,11.30,0.046,8.0,110.0,0.9966,3.07,0.46,9.4
7,6.30,0.130,0.42,1.10,0.043,63.0,146.0,0.99066,3.13,0.72,11.2
7,6.40,0.150,0.44,1.20,0.043,67.0,150.0,0.9907,3.14,0.73,11.2
7,6.30,0.130,0.42,1.10,0.043,63.0,146.0,0.99066,3.13,0.72,11.2
5,7.60,0.230,0.64,12.90,0.033,54.0,170.0,0.998,3.00,0.53,8.8
7,6.40,0.150,0.44,1.20,0.043,67.0,150.0,0.9907,3.14,0.73,11.2
7,6.30,0.130,0.42,1.10,0.043,63.0,146.0,0.99066,3.13,0.72,11.2
5,5.70,0.255,0.65,1.20,0.079,17.0,137.0,0.99307,3.20,0.42,9.4
6,6.90,0.320,0.26,2.30,0.030,11.0,103.0,0.99106,3.06,0.42,11.1
5,6.90,0.280,0.22,10.00,0.052,36.0,131.0,0.99696,3.08,0.46,9.6
6,6.90,0.320,0.26,2.30,0.030,11.0,103.0,0.99106,3.06,0.42,11.1
5,5.70,0.255,0.65,1.20,0.079,17.0,137.0,0.99307,3.20,0.42,9.4
6,6.60,0.410,0.16,1.40,0.037,28.0,160.0,0.99167,2.95,0.45,10.6
5,7.30,0.370,0.16,14.90,0.048,59.0,240.0,0.99902,3.13,0.45,8.9
7,6.90,0.210,0.24,1.80,0.021,17.0,80.0,0.98992,3.15,0.46,12.3
5,6.60,0.240,0.28,1.80,0.028,39.0,132.0,0.99182,3.34,0.46,11.4
6,6.80,0.280,0.36,7.00,0.043,60.0,207.0,0.99556,3.16,0.49,9.6
6,6.60,0.240,0.24,8.60,0.034,25.0,135.0,0.99582,3.33,0.59,10.3
5,6.60,0.240,0.28,1.80,0.028,39.0,132.0,0.99182,3.34,0.46,11.4
6,7.00,0.160,0.32,1.10,0.032,29.0,80.0,0.98972,3.23,0.36,12.1
5,7.00,0.140,0.28,1.30,0.026,10.0,56.0,0.99352,3.46,0.45,9.9
5,6.30,0.340,0.36,4.90,0.035,31.0,185.0,0.9946,3.15,0.49,9.7
5,6.80,0.260,0.24,1.90,0.043,70.0,154.0,0.99273,3.18,0.52,10.5
6,6.70,0.170,0.42,10.40,0.038,85.0,182.0,0.99628,3.04,0.44,8.9
5,6.50,0.270,0.40,10.00,0.039,74.0,227.0,0.99582,3.18,0.50,9.4
5,6.70,0.250,0.36,8.60,0.037,63.0,206.0,0.99553,3.18,0.50,9.6
7,5.80,0.300,0.27,1.70,0.014,45.0,104.0,0.98914,3.40,0.56,12.6
6,6.40,0.280,0.56,1.70,0.156,49.0,106.0,0.99354,3.10,0.37,9.2
5,7.70,0.300,0.26,18.95,0.053,36.0,174.0,0.99976,3.20,0.50,10.4
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
6,5.10,0.140,0.25,0.70,0.039,15.0,89.0,0.9919,3.22,0.43,9.2
7,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.99808,3.00,0.52,9
4,7.20,0.615,0.10,1.40,0.068,25.0,154.0,0.99499,3.20,0.48,9.7
6,6.90,0.130,0.28,13.30,0.050,47.0,132.0,0.99655,3.34,0.42,10.1
7,6.70,0.340,0.30,8.50,0.059,24.0,152.0,0.99615,3.46,0.64,11
5,7.30,0.320,0.29,1.50,0.038,32.0,144.0,0.99296,3.20,0.55,10.8
5,6.30,0.210,0.29,11.70,0.048,49.0,147.0,0.99482,3.22,0.38,10.8
7,5.40,0.500,0.13,5.00,0.028,12.0,107.0,0.99079,3.48,0.88,13.5
5,8.20,0.520,0.34,1.20,0.042,18.0,167.0,0.99366,3.24,0.39,10.6
5,7.80,0.280,0.31,2.10,0.046,28.0,208.0,0.99434,3.23,0.64,9.8
6,6.40,0.220,0.34,1.40,0.023,56.0,115.0,0.98958,3.18,0.70,11.7
5,7.80,0.280,0.31,2.10,0.046,28.0,208.0,0.99434,3.23,0.64,9.8
6,6.90,0.320,0.27,16.00,0.034,58.0,185.0,0.99938,3.34,0.60,9
7,6.80,0.110,0.42,1.10,0.042,51.0,132.0,0.99059,3.18,0.74,11.3
5,6.20,0.260,0.32,15.30,0.031,64.0,185.0,0.99835,3.31,0.61,9.4
6,6.40,0.220,0.34,1.40,0.023,56.0,115.0,0.98958,3.18,0.70,11.7
7,6.70,0.300,0.29,2.80,0.025,37.0,107.0,0.99159,3.31,0.63,11.3
7,6.70,0.300,0.29,2.80,0.025,37.0,107.0,0.99159,3.31,0.63,11.3
6,7.10,0.200,0.30,0.90,0.019,4.0,28.0,0.98931,3.20,0.36,12
6,7.20,0.200,0.36,2.50,0.028,22.0,157.0,0.9938,3.48,0.49,10.6
6,8.90,0.260,0.33,8.10,0.024,47.0,202.0,0.99558,3.13,0.46,10.8
6,7.50,0.250,0.32,8.20,0.024,53.0,209.0,0.99563,3.12,0.46,10.8
6,7.10,0.200,0.30,0.90,0.019,4.0,28.0,0.98931,3.20,0.36,12
5,6.30,0.270,0.46,11.10,0.053,44.0,177.0,0.99691,3.18,0.67,9.4
5,6.50,0.300,0.39,7.80,0.038,61.0,219.0,0.9959,3.19,0.50,9.4
7,6.70,0.300,0.29,2.80,0.025,37.0,107.0,0.99159,3.31,0.63,11.3
5,6.60,0.360,0.52,10.10,0.050,29.0,140.0,0.99628,3.07,0.40,9.4
5,6.15,0.210,0.37,3.20,0.021,20.0,80.0,0.99076,3.39,0.47,12
7,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.99678,3.28,0.72,10.3
7,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.99678,3.28,0.72,10.3
7,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.99678,3.28,0.72,10.3
7,6.60,0.260,0.21,2.90,0.026,48.0,126.0,0.99089,3.22,0.38,11.3
6,6.60,0.350,0.35,6.00,0.063,31.0,150.0,0.99537,3.10,0.47,9.4
5,6.50,0.280,0.28,20.40,0.041,40.0,144.0,1.0002,3.14,0.38,8.7
5,6.60,0.360,0.52,10.10,0.050,29.0,140.0,0.99628,3.07,0.40,9.4
7,6.60,0.260,0.21,2.90,0.026,48.0,126.0,0.99089,3.22,0.38,11.3
7,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.99678,3.28,0.72,10.3
5,6.15,0.210,0.37,3.20,0.021,20.0,80.0,0.99076,3.39,0.47,12
5,4.50,0.190,0.21,0.95,0.033,89.0,159.0,0.99332,3.34,0.42,8
7,8.00,0.240,0.26,1.70,0.033,36.0,136.0,0.99316,3.44,0.51,10.4
7,7.80,0.170,0.23,1.70,0.029,39.0,128.0,0.99272,3.37,0.41,10.7
6,7.00,0.240,0.24,9.00,0.030,42.0,219.0,0.99636,3.47,0.46,10.2
5,5.80,0.600,0.00,1.30,0.044,72.0,197.0,0.99202,3.56,0.43,10.9
6,5.90,0.445,0.26,1.40,0.027,23.0,109.0,0.99148,3.30,0.36,10.5
7,6.70,0.280,0.28,2.40,0.012,36.0,100.0,0.99064,3.26,0.39,11.7
5,6.80,0.440,0.20,16.00,0.065,61.0,186.0,0.99884,3.13,0.45,8.6
5,7.20,0.240,0.27,11.40,0.034,40.0,174.0,0.99773,3.20,0.44,9
5,8.70,0.310,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7
6,8.20,0.320,0.26,2.10,0.062,26.0,87.0,0.98974,3.10,0.47,12.8
5,7.20,0.240,0.27,11.40,0.034,40.0,174.0,0.99773,3.20,0.44,9
5,8.70,0.310,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7
6,7.50,0.130,0.38,1.10,0.023,42.0,104.0,0.99112,3.28,0.53,11.8
6,9.20,0.140,0.37,1.10,0.034,36.0,84.0,0.99136,3.05,0.55,11.6
6,7.40,0.200,0.37,1.20,0.028,28.0,89.0,0.99132,3.14,0.61,11.8
5,6.10,0.150,0.35,15.80,0.042,55.0,158.0,0.99642,3.24,0.37,10.6
5,7.60,0.230,0.40,5.20,0.066,14.0,91.0,0.99488,3.17,0.80,9.7
5,8.10,0.330,0.22,5.20,0.047,24.0,151.0,0.99527,3.22,0.47,10.3
6,7.15,0.170,0.24,9.60,0.119,56.0,178.0,0.99578,3.15,0.44,10.2
7,6.70,0.120,0.30,5.20,0.048,38.0,113.0,0.99352,3.33,0.44,10.1
7,5.70,0.180,0.36,1.20,0.046,9.0,71.0,0.99199,3.70,0.68,10.9
5,5.80,0.150,0.28,0.80,0.037,43.0,127.0,0.99198,3.24,0.51,9.3
6,6.60,0.230,0.29,14.45,0.057,29.0,144.0,0.99756,3.33,0.54,10.2
6,7.15,0.170,0.24,9.60,0.119,56.0,178.0,0.99578,3.15,0.44,10.2
5,7.00,0.340,0.39,6.90,0.066,43.0,162.0,0.99561,3.11,0.53,9.5
5,6.40,0.680,0.26,3.40,0.069,25.0,146.0,0.99347,3.18,0.40,9.3
7,7.30,0.220,0.31,2.30,0.018,45.0,80.0,0.98936,3.06,0.34,12.9
5,6.40,0.280,0.27,11.00,0.042,45.0,148.0,0.99786,3.14,0.46,8.7
5,6.90,0.400,0.22,5.95,0.081,76.0,303.0,0.99705,3.40,0.57,9.4
5,6.80,0.190,0.23,5.10,0.034,71.0,204.0,0.9942,3.23,0.69,10.1
4,7.10,0.230,0.24,5.40,0.039,60.0,196.0,0.9948,3.19,0.78,10
7,6.45,0.140,0.42,1.20,0.050,51.0,129.0,0.99116,3.27,0.69,11.1
7,6.50,0.150,0.44,12.60,0.052,65.0,158.0,0.99688,3.26,0.70,10.3
6,7.10,0.150,0.34,1.00,0.033,27.0,73.0,0.98974,3.24,0.41,12.2
6,6.70,0.330,0.34,6.60,0.067,35.0,156.0,0.99542,3.11,0.48,9.3
6,7.20,0.300,0.26,1.50,0.041,46.0,178.0,0.99154,3.19,0.56,11.3
6,7.00,0.230,0.33,1.00,0.043,46.0,110.0,0.99118,3.04,0.65,10.8
8,8.00,0.130,0.25,1.10,0.033,15.0,86.0,0.99044,2.98,0.39,11.2
7,6.20,0.210,0.34,6.60,0.030,36.0,91.0,0.9914,3.32,0.45,12.5
5,8.30,0.400,0.41,8.20,0.050,15.0,122.0,0.9979,3.39,0.49,9.3
7,5.90,0.340,0.31,2.00,0.030,38.0,142.0,0.98892,3.40,0.41,12.9
7,6.60,0.120,0.25,1.40,0.039,21.0,131.0,0.99114,3.20,0.45,11.2
6,9.60,0.655,0.21,2.00,0.039,21.0,120.0,0.99188,3.00,1.00,12.6
5,6.80,0.260,0.40,7.50,0.046,45.0,179.0,0.99583,3.20,0.49,9.3
7,5.90,0.340,0.31,2.00,0.030,38.0,142.0,0.98892,3.40,0.41,12.9
7,5.90,0.300,0.30,2.00,0.030,38.0,142.0,0.98892,3.41,0.41,12.9
7,7.00,0.150,0.30,13.30,0.049,46.0,120.0,0.99704,3.20,0.36,9.5
6,7.90,0.370,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9
7,7.20,0.350,0.25,5.60,0.032,23.0,120.0,0.99334,2.93,0.66,10.3
7,7.20,0.320,0.24,5.60,0.033,23.0,120.0,0.99334,2.92,0.66,10.3
6,7.60,0.100,0.33,1.00,0.031,33.0,93.0,0.99094,3.06,0.68,11.2
6,6.20,0.250,0.31,3.20,0.030,32.0,150.0,0.99014,3.18,0.31,12
5,7.10,0.310,0.17,1.00,0.042,21.0,144.0,0.99304,3.13,0.40,9.6
6,7.60,0.180,0.28,7.10,0.041,29.0,110.0,0.99652,3.20,0.42,9.2
6,8.00,0.170,0.29,2.40,0.029,52.0,119.0,0.98944,3.03,0.33,12.9
6,7.20,0.190,0.27,11.20,0.061,46.0,149.0,0.99772,2.99,0.59,9.3
6,7.60,0.320,0.25,9.50,0.030,15.0,136.0,0.99367,3.10,0.44,12.1
5,7.10,0.310,0.17,1.00,0.042,21.0,144.0,0.99304,3.13,0.40,9.6
6,6.60,0.210,0.29,1.80,0.026,35.0,128.0,0.99183,3.37,0.48,11.2
7,7.00,0.160,0.36,2.60,0.029,28.0,98.0,0.99126,3.11,0.37,11.2
6,8.00,0.170,0.29,2.40,0.029,52.0,119.0,0.98944,3.03,0.33,12.9
5,6.60,0.240,0.38,8.00,0.042,56.0,187.0,0.99577,3.21,0.46,9.2
6,7.20,0.190,0.27,11.20,0.061,46.0,149.0,0.99772,2.99,0.59,9.3
6,7.60,0.180,0.28,7.10,0.041,29.0,110.0,0.99652,3.20,0.42,9.2
6,6.90,0.300,0.25,3.30,0.041,26.0,124.0,0.99428,3.18,0.50,9.3
6,6.20,0.280,0.27,10.30,0.030,26.0,108.0,0.99388,3.20,0.36,10.7
6,6.90,0.310,0.32,1.20,0.024,20.0,166.0,0.99208,3.05,0.54,9.8
6,6.70,0.230,0.25,1.60,0.036,28.0,143.0,0.99256,3.30,0.54,10.3
6,6.20,0.280,0.27,10.30,0.030,26.0,108.0,0.99388,3.20,0.36,10.7
6,5.70,0.230,0.28,9.65,0.025,26.0,121.0,0.9925,3.28,0.38,11.3
6,6.50,0.220,0.50,16.40,0.048,36.0,182.0,0.99904,3.02,0.49,8.8
5,7.00,0.180,0.37,1.50,0.043,16.0,104.0,0.99216,3.18,0.50,10.8
6,6.90,0.310,0.32,1.20,0.024,20.0,166.0,0.99208,3.05,0.54,9.8
6,6.90,0.300,0.25,3.30,0.041,26.0,124.0,0.99428,3.18,0.50,9.3
7,6.50,0.460,0.31,5.00,0.027,15.0,72.0,0.99165,3.26,0.60,11.5
5,6.50,0.230,0.36,16.30,0.038,43.0,133.0,0.99924,3.26,0.41,8.8
5,6.50,0.230,0.36,16.30,0.038,43.0,133.0,0.99924,3.26,0.41,8.8
5,6.50,0.230,0.36,16.30,0.038,43.0,133.0,0.99924,3.26,0.41,8.8
6,6.60,0.260,0.38,6.50,0.170,68.0,201.0,0.9956,3.19,0.38,9.4
6,6.70,0.260,0.39,6.40,0.171,64.0,200.0,0.99562,3.19,0.38,9.4
6,7.50,0.280,0.39,10.20,0.045,59.0,209.0,0.9972,3.16,0.63,9.6
5,6.50,0.230,0.36,16.30,0.038,43.0,133.0,0.99924,3.26,0.41,8.8
6,6.80,0.230,0.42,7.40,0.044,56.0,189.0,0.9958,3.22,0.48,9.3
5,7.80,0.250,0.34,13.70,0.044,66.0,184.0,0.99976,3.22,0.75,8.9
5,7.80,0.250,0.34,13.70,0.044,66.0,184.0,0.99976,3.22,0.75,8.9
5,5.60,0.200,0.22,1.30,0.049,25.0,155.0,0.99296,3.74,0.43,10
5,6.40,0.210,0.44,7.40,0.045,47.0,182.0,0.9957,3.24,0.46,9.1
6,6.80,0.230,0.42,7.40,0.044,56.0,189.0,0.9958,3.22,0.48,9.3
6,6.80,0.240,0.37,7.45,0.043,59.0,188.0,0.99579,3.20,0.50,9.4
6,7.80,0.250,0.28,7.20,0.040,46.0,179.0,0.99541,3.14,0.60,10.1
5,7.80,0.250,0.34,13.70,0.044,66.0,184.0,0.99976,3.22,0.75,8.9
6,6.80,0.160,0.29,10.40,0.046,59.0,143.0,0.99518,3.20,0.40,10.8
6,5.20,0.280,0.29,1.10,0.028,18.0,69.0,0.99168,3.24,0.54,10
6,7.50,0.180,0.31,6.50,0.029,53.0,160.0,0.99276,3.03,0.38,10.9
7,7.50,0.260,0.30,4.60,0.027,29.0,92.0,0.99085,3.15,0.38,12
5,8.20,0.370,0.64,13.90,0.043,22.0,171.0,0.99873,2.99,0.80,9.3
7,7.60,0.400,0.27,5.20,0.030,32.0,101.0,0.99172,3.22,0.62,12.3
6,7.50,0.260,0.25,1.70,0.038,29.0,129.0,0.99312,3.45,0.56,10.4
6,7.50,0.180,0.31,6.50,0.029,53.0,160.0,0.99276,3.03,0.38,10.9
5,6.90,0.230,0.32,16.40,0.045,62.0,153.0,0.9972,3.22,0.42,10.5
6,5.30,0.200,0.31,3.60,0.036,22.0,91.0,0.99278,3.41,0.50,9.8
6,6.50,0.170,0.31,1.50,0.041,34.0,121.0,0.99092,3.06,0.46,10.5
6,6.50,0.350,0.28,12.40,0.051,86.0,213.0,0.9962,3.16,0.51,9.9
7,6.50,0.290,0.31,1.70,0.035,24.0,79.0,0.99053,3.27,0.69,11.4
5,6.80,0.300,0.22,6.20,0.060,41.0,190.0,0.99858,3.18,0.51,9.2
5,7.90,0.510,0.36,6.20,0.051,30.0,173.0,0.9984,3.09,0.53,9.7
5,7.90,0.510,0.34,2.60,0.049,13.0,135.0,0.99335,3.09,0.51,10
7,6.50,0.290,0.31,1.70,0.035,24.0,79.0,0.99053,3.27,0.69,11.4
6,7.10,0.290,0.28,9.30,0.048,50.0,141.0,0.9949,3.13,0.49,10.3
6,6.50,0.350,0.28,12.40,0.051,86.0,213.0,0.9962,3.16,0.51,9.9
6,6.50,0.170,0.31,1.50,0.041,34.0,121.0,0.99092,3.06,0.46,10.5
7,7.40,0.200,0.28,9.10,0.047,29.0,95.0,0.99532,3.16,0.47,9.8
5,6.90,0.615,0.42,12.00,0.067,24.0,131.0,0.99727,3.19,0.34,9.3
7,6.80,0.320,0.28,4.80,0.034,25.0,100.0,0.99026,3.08,0.47,12.4
6,6.30,0.200,0.19,12.30,0.048,54.0,145.0,0.99668,3.16,0.42,9.3
5,6.90,0.615,0.42,12.00,0.067,24.0,131.0,0.99727,3.19,0.34,9.3
6,8.00,0.230,0.28,2.70,0.048,49.0,165.0,0.9952,3.26,0.72,9.5
6,6.70,0.270,0.33,3.60,0.034,9.0,45.0,0.99144,3.08,0.40,10.5
6,6.70,0.270,0.33,3.60,0.034,9.0,45.0,0.99144,3.08,0.40,10.5
7,6.70,0.440,0.22,4.30,0.032,19.0,99.0,0.99015,3.26,0.53,12.8
6,7.00,0.340,0.30,1.80,0.045,44.0,142.0,0.9914,2.99,0.45,10.8
6,7.30,0.260,0.33,11.80,0.057,48.0,127.0,0.99693,3.10,0.55,10
8,5.80,0.170,0.34,1.80,0.045,96.0,170.0,0.99035,3.38,0.90,11.8
6,7.30,0.260,0.33,11.80,0.057,48.0,127.0,0.99693,3.10,0.55,10
8,5.80,0.170,0.34,1.80,0.045,96.0,170.0,0.99035,3.38,0.90,11.8
6,6.80,0.170,0.36,1.40,0.036,38.0,108.0,0.99006,3.19,0.66,12
6,7.10,0.430,0.30,6.60,0.025,15.0,138.0,0.99126,3.18,0.46,12.6
8,5.80,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,3.37,0.40,11.9
5,5.90,0.170,0.28,0.70,0.027,5.0,28.0,0.98985,3.13,0.32,10.6
5,6.60,0.340,0.18,6.40,0.082,47.0,240.0,0.9971,3.42,0.48,9.2
6,8.60,0.330,0.34,11.80,0.059,42.0,240.0,0.99882,3.17,0.52,10
5,5.60,0.120,0.26,4.30,0.038,18.0,97.0,0.99477,3.36,0.46,9.2
6,5.80,0.130,0.26,5.10,0.039,19.0,103.0,0.99478,3.36,0.47,9.3
6,7.70,0.180,0.35,5.80,0.055,25.0,144.0,0.99576,3.24,0.54,10.2
6,7.70,0.160,0.36,5.90,0.054,25.0,148.0,0.99578,3.25,0.54,10.2
5,6.00,0.260,0.15,1.30,0.060,51.0,154.0,0.99354,3.14,0.51,8.7
5,7.30,0.320,0.35,1.40,0.050,8.0,163.0,0.99244,3.24,0.42,10.7
6,7.70,0.300,0.34,1.20,0.048,4.0,119.0,0.99084,3.18,0.34,12.1
6,7.90,0.160,0.30,7.40,0.050,58.0,152.0,0.99612,3.12,0.37,9.5
6,6.40,0.270,0.29,10.80,0.028,17.0,118.0,0.99356,3.18,0.37,11.2
6,6.90,0.160,0.37,1.80,0.034,36.0,95.0,0.98952,2.93,0.59,12
6,7.90,0.160,0.30,7.40,0.050,58.0,152.0,0.99612,3.12,0.37,9.5
6,7.70,0.300,0.34,1.20,0.048,4.0,119.0,0.99084,3.18,0.34,12.1
5,7.30,0.320,0.35,1.40,0.050,8.0,163.0,0.99244,3.24,0.42,10.7
7,6.40,0.440,0.44,14.40,0.048,29.0,228.0,0.99955,3.26,0.54,8.8
6,6.30,0.200,0.24,1.70,0.052,36.0,135.0,0.99374,3.80,0.66,10.8
7,6.20,0.290,0.32,3.60,0.026,39.0,138.0,0.9892,3.31,0.37,13.1
7,7.60,0.390,0.32,3.60,0.035,22.0,93.0,0.99144,3.08,0.60,12.5
8,7.00,0.360,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7
8,7.00,0.360,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7
8,7.00,0.360,0.32,10.50,0.045,35.0,135.0,0.9935,3.09,0.33,11.6
6,7.60,0.200,0.36,1.90,0.043,24.0,111.0,0.99237,3.29,0.54,11.3
7,7.60,0.390,0.32,3.60,0.035,22.0,93.0,0.99144,3.08,0.60,12.5
5,6.70,0.200,0.37,1.65,0.025,42.0,103.0,0.99022,3.11,0.45,11.4
5,6.20,0.235,0.34,1.90,0.036,4.0,117.0,0.99032,3.40,0.44,12.2
6,7.80,0.965,0.60,65.80,0.074,8.0,160.0,1.03898,3.39,0.69,11.7
6,7.10,0.200,0.31,6.85,0.053,32.0,211.0,0.99587,3.31,0.59,10.4
6,7.10,0.200,0.31,7.40,0.053,32.0,211.0,0.99587,3.31,0.59,10.4
6,7.10,0.200,0.31,7.40,0.053,32.0,211.0,0.99587,3.31,0.59,10.4
5,6.40,0.240,0.25,20.20,0.083,35.0,157.0,0.99976,3.17,0.50,9.1
6,8.00,0.300,0.36,11.00,0.034,8.0,70.0,0.99354,3.05,0.41,12.2
5,6.40,0.240,0.25,20.20,0.083,35.0,157.0,0.99976,3.17,0.50,9.1
5,6.90,0.400,0.42,6.20,0.066,41.0,176.0,0.99552,3.12,0.54,9.4
5,6.90,0.400,0.43,6.20,0.065,42.0,178.0,0.99552,3.11,0.53,9.4
6,7.10,0.200,0.31,6.85,0.053,32.0,211.0,0.99587,3.31,0.59,10.4
5,6.60,0.250,0.51,8.00,0.047,61.0,189.0,0.99604,3.22,0.49,9.2
5,6.80,0.260,0.44,8.20,0.046,52.0,183.0,0.99584,3.20,0.51,9.4
7,6.50,0.370,0.30,2.20,0.033,39.0,107.0,0.98894,3.22,0.53,13.5
5,6.80,0.350,0.53,10.10,0.053,37.0,151.0,0.9963,3.07,0.40,9.4
8,6.40,0.220,0.32,7.20,0.028,15.0,83.0,0.993,3.13,0.55,10.9
7,6.50,0.370,0.30,2.20,0.033,39.0,107.0,0.98894,3.22,0.53,13.5
5,6.80,0.350,0.53,10.10,0.053,37.0,151.0,0.9963,3.07,0.40,9.4
7,6.90,0.310,0.32,1.60,0.036,34.0,114.0,0.99068,3.19,0.45,11.4
7,6.70,0.160,0.37,1.30,0.036,45.0,125.0,0.98964,3.19,0.51,12.4
5,6.60,0.250,0.51,8.00,0.047,61.0,189.0,0.99604,3.22,0.49,9.2
5,6.80,0.260,0.44,8.20,0.046,52.0,183.0,0.99584,3.20,0.51,9.4
6,5.60,0.150,0.31,5.30,0.038,8.0,79.0,0.9923,3.30,0.39,10.5
8,5.50,0.150,0.32,14.00,0.031,16.0,99.0,0.99437,3.26,0.38,11.5
8,6.40,0.220,0.32,7.20,0.028,15.0,83.0,0.993,3.13,0.55,10.9
6,7.30,0.200,0.26,1.60,0.040,36.0,123.0,0.99238,3.34,0.44,10.8
5,7.50,0.170,0.71,11.80,0.038,52.0,148.0,0.99801,3.03,0.46,8.9
5,7.50,0.180,0.72,9.60,0.039,53.0,151.0,0.99802,3.03,0.46,8.9
6,7.00,0.270,0.48,6.10,0.042,60.0,184.0,0.99566,3.20,0.50,9.4
7,5.80,0.320,0.31,2.70,0.049,25.0,153.0,0.99067,3.44,0.73,12.2
7,7.80,0.260,0.31,3.60,0.025,22.0,100.0,0.99066,2.99,0.47,12.1
5,7.40,0.300,0.32,1.70,0.030,23.0,128.0,0.9929,3.17,0.66,10.9
6,6.70,0.160,0.34,1.60,0.026,27.0,109.0,0.9934,3.34,0.58,10.1
